:TYPE	id:int	person_id:START_ID(person_id)	organisation_id:END_ID(organisation_id)	art:string	funktion_im_gremium:string	hauptberuflich:int	beschreibung:string	beschreibung_fr:string	quelle_url:string	quelle_url_gueltig:int	quelle:string	von:date	bis:date	freigabe_datum:localdatetime
HAT_MANDAT	190	22	657	"taetig"		"0"	"Präsident Wirtschaftskommission"	"Président de la commission économique"	"https://www.cvp.ch/de/die-cvp/arbeitsgruppen/arbeitsgruppe-wirtschaft"					2018-11-16T15:48:22
HAT_MANDAT	191	22	482	"taetig"		"0"							2013-12-31	2018-11-16T15:48:22
HAT_MANDAT	192	22	659	"mitglied"		"0"							2014-09-09	2018-11-16T15:48:22
HAT_MANDAT	193	22	661	"taetig"		"0"	"Mitglied Strategiegruppe"	"Membre du groupe stratégique"			"Mail Dürr 16.11.18"		2017-12-31	2018-11-16T15:48:22
HAT_MANDAT	198	50	557	"taetig"		"0"							2013-12-21	2020-07-02T23:02:50
HAT_MANDAT	199	50	673	"taetig"		"0"							2013-12-21	2020-07-02T23:02:50
HAT_MANDAT	200	50	674	"taetig"		"0"							2013-12-31	2020-07-02T23:02:50
HAT_MANDAT	201	50	381	"taetig"		"0"							2013-12-31	2020-07-02T23:02:50
HAT_MANDAT	202	50	675	"taetig"		"0"							2013-12-31	2020-07-02T23:02:50
HAT_MANDAT	203	50	676	"taetig"		"0"							2013-12-31	2020-07-02T23:02:50
HAT_MANDAT	204	50	677	"taetig"		"0"							2013-12-31	2020-07-02T23:02:50
HAT_MANDAT	205	50	678	"taetig"		"0"							2013-12-31	2020-07-02T23:02:50
HAT_MANDAT	206	50	337	"taetig"		"0"							2013-12-31	2020-07-02T23:02:50
HAT_MANDAT	207	50	679	"taetig"		"0"							2013-12-31	2020-07-02T23:02:50
HAT_MANDAT	208	50	680	"taetig"		"0"							2013-12-31	2020-07-02T23:02:50
HAT_MANDAT	224	18	290	"taetig"		"0"	"Leiter Unternehmenskommunikation und Public Affairs"						2012-10-31	2016-03-18T11:06:40
HAT_MANDAT	225	18	377	"taetig"		"0"	"Leiter Unternehmenskommunikation"					2012-12-01	2018-02-28	2016-03-18T11:06:40
HAT_MANDAT	228	21	129	"geschaeftsfuehrend"		1	"Geschäftsführer"	"Directeur"	"https://www.geliko.ch/de/ueberdiegeliko/geschaeftsstelle"					2016-03-18T11:06:40
HAT_MANDAT	229	21	713	"geschaeftsfuehrend"		"0"	"Gesellschafter und Geschäftsführer"	"associé gérant"	"https://be.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-111.739.392"					2016-03-18T11:06:40
HAT_MANDAT	230	21	714	"geschaeftsfuehrend"		"0"	"Generalrekretär"	"Secrétaire général"	"https://www.swissnoso.ch/ueber-uns/generalsekretariat/"					2016-03-18T11:06:40
HAT_MANDAT	231	21	715	"geschaeftsfuehrend"		"0"							2017-07-27	2016-03-18T11:06:40
HAT_MANDAT	232	21	716	"geschaeftsfuehrend"		"0"	"Gesellschafter und Geschäftsführer"	"associé gérant"	"https://ag.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-115.446.954"					2016-03-18T11:06:40
HAT_MANDAT	233	21	717	"vorstand"	"mitglied"	"0"					"E-Mail Tschirky 18.8.2014"		2019-01-03	2016-03-18T11:06:40
HAT_MANDAT	234	21	50	"geschaeftsfuehrend"		"0"	"Mitglied Geschäftsleitung, Finanzverantwortlicher"	"Membre de la direction, responsable des finances"	"https://www.travailsuisse.ch/de/about"					2016-03-18T11:06:40
HAT_MANDAT	235	21	718	"vorstand"	"mitglied"	"0"			"https://be.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-109.996.519"					2016-03-18T11:06:40
HAT_MANDAT	236	21	719	"vorstand"	"mitglied"	"0"							2019-12-31	2016-03-18T11:06:40
HAT_MANDAT	244	396	347	"geschaeftsfuehrend"	"mitglied"	"0"							2020-02-28	2016-03-18T11:03:50
HAT_MANDAT	245	396	736	"vorstand"	"mitglied"	"0"			"https://www.rc2.vd.ch/registres/hrcintapp-pub/companyReport.action?companyOfrcId13=CH-550-0085094-0&lang=2&showHeader=false&showBookmark=false"					2016-03-18T11:03:50
HAT_MANDAT	246	187	388	"vorstand"	"praesident"	"0"			"https://zg.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-113.829.155"			2007-09-28		2016-11-10T14:52:01
HAT_MANDAT	252	266	773	"geschaeftsfuehrend"		1	"Generalsekretär"	"Secrétaire général"						2020-07-28T10:13:59
HAT_MANDAT	260	96	795	"taetig"		"0"					"Mail Mutter 14.4.19"		2018-12-31	2019-04-16T19:29:49
HAT_MANDAT	262	424	750	"taetig"		"0"	"Leiter Corporate Communications & Public Affairs"		"http://www.kaehr-communications.ch/ueber-mich/"				2013-04-10	2016-03-18T11:05:59
HAT_MANDAT	263	424	338	"taetig"		"0"	"Leiter Corporate Communications & Public Affairs"		"http://bs.powernet.ch/webservices/inet/HRG/HRG.asmx/getHRGHTML?chnr=2703000377&amt=270&toBeModified=0&validOnly=0&lang=1&sort=0"				2013-04-10	2016-03-18T11:05:59
HAT_MANDAT	264	424	339	"taetig"		"0"			"http://bs.powernet.ch/webservices/inet/HRG/HRG.asmx/getHRGHTML?chnr=2703000363&amt=270&toBeModified=0&validOnly=0&lang=1&sort=0"				2013-04-10	2016-03-18T11:05:59
HAT_MANDAT	265	424	797	"geschaeftsfuehrend"	"praesident"	"0"	"Gesellschafter und Geschäftsführer"	"Associé et gérant"	"https://www.kaehr-communications.ch/ueber-mich/"					2016-03-18T11:05:59
HAT_MANDAT	266	424	798	"taetig"		"0"	"Dozent für Public Relations und Corporate Identity"	"Enseignant pour Public Relations et Corporate Identity"	"http://www.kaehr-communications.ch/ueber-mich/"					2016-03-18T11:05:59
HAT_MANDAT	267	424	799	"beirat"	"mitglied"	"0"								2016-03-18T11:05:59
HAT_MANDAT	268	425	800	"vorstand"	"praesident"	"0"			"https://www.udc-vaud.ch/direction-executive/"					2016-03-18T11:03:50
HAT_MANDAT	269	425	801	"taetig"		"0"	"Medientrainer"	"Médiatrainer"	"https://www.linkedin.com/in/kevin-grangier-a3110564/"					2016-03-18T11:03:50
HAT_MANDAT	270	425	517	"taetig"		"0"	"Porte-parole adjoint; Stv. Pressesprecher SVP Schweiz"		"http://ch.linkedin.com/pub/kevin-grangier/64/105/a31"				2014-06-30	2016-03-18T11:03:50
HAT_MANDAT	275	253	821	"vorstand"	"praesident"	"0"			"http://www.ueli-keller.ch/politik/beispiele/"					2020-05-19T17:32:27
HAT_MANDAT	276	253	822	"vorstand"	"mitglied"	"0"			"http://www.ueli-keller.ch/politik/beispiele/"					2020-05-19T17:32:27
HAT_MANDAT	299	317	545	"vorstand"	"praesident"	"0"			"https://www.linkedin.com/in/daniel-wiener-basel/"					2016-03-18T11:05:59
HAT_MANDAT	300	317	860	"vorstand"	"mitglied"	"0"			"https://bs.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-109.384.061"					2016-03-18T11:05:59
HAT_MANDAT	301	317	863	"beirat"	"mitglied"	"0"	"Senior Advisor"		"https://www.linkedin.com/in/daniel-wiener-basel/"					2016-03-18T11:05:59
HAT_MANDAT	306	21	872	"geschaeftsfuehrend"		"0"					"E-Mail Tschirky 18.8.2014"		2019-04-16	2016-03-18T11:06:40
HAT_MANDAT	307	183	782	"taetig"		1	"Stv. Leiter Wirtschaftspolitik"	"Chef adjoint de la politique économique"	"https://www.public-affairs.ch/de/ueber-uns/mitglieder/mitglied/3028"					2020-07-15T17:22:06
HAT_MANDAT	319	22	6136	"vorstand"	"mitglied"	"0"	"Vorstand CVP Kreis 6"		"https://cvp-zuerich6.ch/portfolio-item/luzius-duerr/"					2018-11-16T15:48:22
HAT_MANDAT	320	22	894	"vorstand"	"mitglied"	"0"							2018-10-05	2018-11-16T15:48:22
HAT_MANDAT	341	4	916	"mitglied"		"0"	"Redaktionsteam"	"Rédaction"	"http://www.public-affairs.ch/de/ueber-uns/mitglieder/mitglied/2643/m?curia_vista=All"					2016-04-23T09:51:58
HAT_MANDAT	342	4	917	"beirat"	"mitglied"	"0"	"Mitglied Advisory Board"	"Membre du Advisory Board"	"https://www.trendtage-gesundheit.ch/de/ueber_uns/Advisory%20Board"					2016-04-23T09:51:58
HAT_MANDAT	343	4	918	"beirat"	"mitglied"	"0"	"AVES-Parlamentarier"		"http://www.aves-tg.ch/parlamentarier.html"		"http://www.public-affairs.ch/de/ueber-uns/mitglieder/mitglied/2643/m?curia_vista"			2016-04-23T09:51:58
HAT_MANDAT	344	4	920	"mitglied"		"0"			"http://www.public-affairs.ch/de/ueber-uns/mitglieder/mitglied/2643/m?curia_vista=All"					2016-04-23T09:51:58
HAT_MANDAT	345	4	921	"vorstand"	"praesident"	"0"	"Präsident a.i."	"Président a.i."	"https://www.bds-thurgau.ch/vorstand/"					2016-04-23T09:51:58
HAT_MANDAT	346	4	922	"mitglied"		"0"			"http://www.public-affairs.ch/de/ueber-uns/mitglieder/mitglied/2643/m?curia_vista=All"					2016-04-23T09:51:58
HAT_MANDAT	363	50	299	"geschaeftsfuehrend"		1	"Inhaber und Berater"	"Propriétaire et Consultant"			"https://www.linkedin.com/in/louis-perron/"			2020-07-02T23:02:50
HAT_MANDAT	383	389	1013	"taetig"		"0"	"Gemäss Xing-Profil ""persönliche und politische Mitarbeiterin von NR Ruedi Noser"""		"https://www.xing.com/profile/Alexandra_Thalhammer"				2014-09-30	2019-05-21T19:34:40
HAT_MANDAT	423	399	1092	"taetig"		"0"	"Generalsekretär"		"http://www.vspb.org/de/medien/"					2019-07-24T13:09:38
HAT_MANDAT	424	399	1094	"beirat"	"mitglied"	"0"			"https://www.skmr.ch/cms/upload/pdf/180117_Beiratsmitglieder.pdf"					2019-07-24T13:09:38
HAT_MANDAT	425	399	1095	"vorstand"	"vizepraesident"	"0"			"https://nw.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-110.384.240"					2019-07-24T13:09:38
HAT_MANDAT	426	399	256	"vorstand"	"mitglied"	"0"			"http://nw.powernet.ch/webservices/inet/HRG/HRG.asmx/getHRGHTML?chnr=1507000039&amt=150&toBeModified=0&validOnly=0&lang=1&sort=0"				2019-05-15	2019-07-24T13:09:38
HAT_MANDAT	431	301	1112	"geschaeftsfuehrend"		"0"	"Leiter Corporate Public Affairs"		"http://www.public-affairs.ch/de/ueber-uns/mitglieder/mitglied/2627/k?curia_vista=All"					2016-06-27T22:40:02
HAT_MANDAT	432	349	1136	"geschaeftsfuehrend"		"0"	"Geschäftsführer"		"https://www.aeesuisse.ch/de/aeesuisse/geschaeftsstelle"					2016-03-18T11:06:40
HAT_MANDAT	433	349	1137	"geschaeftsfuehrend"		"0"	"Mitglied der Unternehmensleitung, Partner"		"https://cr-k.ch/de/people/stefan-batzli"					2016-03-18T11:06:40
HAT_MANDAT	434	349	1138	"vorstand"	"praesident"	"0"			"https://so.chregister.ch/cr-portal/auszug/auszug.xhtml;jsessionid=b61738d4c31002b1124f197182e6?uid=CHE-101.614.702"					2016-03-18T11:06:40
HAT_MANDAT	435	349	1139	"vorstand"	"mitglied"	"0"			"https://so.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-101.816.683"					2016-03-18T11:06:40
HAT_MANDAT	437	245	1201	"geschaeftsfuehrend"		"0"	"Direktor"		"https://be.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-108.148.196"					2019-08-19T09:09:36
HAT_MANDAT	440	245	1203	"vorstand"	"mitglied"	"0"			"https://be.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-107.554.464"					2019-08-19T09:09:36
HAT_MANDAT	442	245	1207	"vorstand"	"mitglied"	"0"			"https://be.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-107.810.503"					2019-08-19T09:09:36
HAT_MANDAT	443	389	1010	"taetig"		"0"	"Practice Lead Public Affairs / Account Director"		"https://www.xing.com/profile/Alexandra_Thalhammer"			2014-10-01		2019-05-21T19:34:40
HAT_MANDAT	447	245	1220	"vorstand"	"vizepraesident"	"0"			"https://be.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-106.116.512"					2019-08-19T09:09:36
HAT_MANDAT	448	245	1221	"vorstand"	"mitglied"	"0"			"https://be.chregister.ch/cr-portal/auszug/auszug.xhtml?loeschung=20190501&uid=CHE-103.582.906"				2019-05-01	2019-08-19T09:09:36
HAT_MANDAT	449	245	1222	"vorstand"	"vizepraesident"	"0"			"https://lu.chregister.ch/cr-portal/auszug/auszug.xhtml;jsessionid=911a62d676e34d2cd18beaba392f?uid=CHE-107.604.530"					2019-08-19T09:09:36
HAT_MANDAT	450	245	1223	"geschaeftsfuehrend"	"praesident"	"0"	"Burgener ist der Inhaber"		"https://so.chregister.ch/cr-portal/auszug/auszug.xhtml;jsessionid=9147792fc3ad859b637aa685156c?loeschung=20141031&uid=CHE-109.936.055"				2014-11-05	2019-08-19T09:09:36
HAT_MANDAT	451	245	1224	"vorstand"	"praesident"	"0"			"http://www.ara-bellach.ch/4592/"					2019-08-19T09:09:36
HAT_MANDAT	461	237	751	"geschaeftsfuehrend"	"praesident"	"0"	"Direktor"	"Directeur"	"https://be.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-107.816.575"					2016-03-18T11:06:40
HAT_MANDAT	462	237	752	"geschaeftsfuehrend"		"0"	"Leiter Abteilung Recht"	"Chef de la division Droit"	"https://www.seilbahnen.org/de/Der-Verband/Geschaeftsstelle/GL"					2016-03-18T11:06:40
HAT_MANDAT	464	384	1246	"vorstand"	"mitglied"	"0"			"https://ur.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-114.029.051"					2020-07-02T23:06:15
HAT_MANDAT	471	317	1251	"vorstand"	"praesident"	"0"			"https://www.linkedin.com/in/daniel-wiener-basel/"					2016-03-18T11:05:59
HAT_MANDAT	473	317	1252	"vorstand"	"praesident"	"0"							2020-05-31	2016-03-18T11:05:59
HAT_MANDAT	474	408	1266	"geschaeftsfuehrend"		"0"	"Direktorin"	"Directrice"	"https://www.aso.ch/de/ueber-uns/die-aso/geschaeftsstelleteam"					2016-03-18T11:05:59
HAT_MANDAT	480	301	1276	"vorstand"	"mitglied"	"0"			"http://ti.powernet.ch/webservices/inet/HRG/HRG.asmx/getHRGHTML?chnr=5143003100&amt=501&toBeModified=0&validOnly=0&lang=1&sort=0"				2019-05-15	2016-06-27T22:40:02
HAT_MANDAT	481	301	1277	"vorstand"	"mitglied"	"0"			"http://ti.powernet.ch/webservices/inet/HRG/HRG.asmx/getHRGHTML?chnr=5143025357&amt=501&toBeModified=0&validOnly=0&lang=1&sort=0"				2019-05-15	2016-06-27T22:40:02
HAT_MANDAT	482	301	20	"vorstand"	"mitglied"	"0"			"https://zh.chregister.ch/cr-portal/auszug/auszug.xhtml;jsessionid=b6f37143c47231e58474c8b5252c?uid=CHE-108.180.722"					2016-06-27T22:40:02
HAT_MANDAT	483	301	1279	"vorstand"	"mitglied"	"0"			"http://be.powernet.ch/webservices/inet/HRG/HRG.asmx/getHRGHTML?chnr=1703025422&amt=036&toBeModified=0&validOnly=0&lang=1&sort=0"				2019-05-15	2016-06-27T22:40:02
HAT_MANDAT	484	301	1280	"vorstand"	"mitglied"	"0"			"https://be.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-114.143.089"					2016-06-27T22:40:02
HAT_MANDAT	485	167	1271	"geschaeftsfuehrend"		"0"								2020-07-02T23:06:15
HAT_MANDAT	486	85	47	"geschaeftsfuehrend"		"0"	"Vize-Direktor, Leiter des Departements Wirtschaft und Politik des Schweizerischen Bauernverbandes"	"Vice-directeur, Responsable du Département Economie, formation et relations internationales"	"https://www.sbv-usp.ch/fr/union-suisse-des-paysans/organisation/secretariat/"					2020-07-02T23:05:05
HAT_MANDAT	487	85	1285	"geschaeftsfuehrend"		"0"	"Generalsekretär"	"Secrétaire général"	"https://www.swisstabac.ch/"					2020-07-02T23:05:05
HAT_MANDAT	488	85	1286	"vorstand"	"mitglied"	"0"			"https://www.agridea.ch/fileadmin/AGRIDEA/Portrait/Adresses_des_membres_du_comite_2019_neutre.pdf"					2020-07-02T23:05:05
HAT_MANDAT	489	85	1287	"vorstand"	"mitglied"	"0"			"https://ag.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-115.191.926"					2020-07-02T23:05:05
HAT_MANDAT	490	85	1288	"vorstand"	"praesident"	"0"			"https://ag.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-107.708.425"					2020-07-02T23:05:05
HAT_MANDAT	491	85	1289	"vorstand"	"mitglied"	"0"			"https://ag.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-110.389.616"					2020-07-02T23:05:05
HAT_MANDAT	497	371	576	"taetig"		"0"	"Projektleiter Agrarpolitik"	"Chef de projet politique agricole"	"http://www.pronatura.ch/news-de/items/verordnungspaket-zur-agrarpolitik-2014-17-zwischenschritt-in-die-richtige-richtung"					2020-07-02T23:05:05
HAT_MANDAT	498	371	1292	"vorstand"	"mitglied"	"0"			"https://sz.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-109.615.852"					2020-07-02T23:05:05
HAT_MANDAT	499	371	1293	"mitglied"		"0"			"http://assets.wwf.ch/downloads/ap_2014_bis_2017_richtige_richtung_analyse_agrarallianz_stand_dez_2010.pdf"					2020-07-02T23:05:05
HAT_MANDAT	510	95	1369	"geschaeftsfuehrend"		"0"			"http://be.powernet.ch/webservices/inet/HRG/HRG.asmx/getHRGHTML?chnr=0354025049&amt=036&toBeModified=0&validOnly=0&lang=1&sort=0"					2016-03-21T00:00:00
HAT_MANDAT	524	95	1379	"geschaeftsfuehrend"		"0"	"Geschäftsführer"		"http://www.animalfree-research.org/de/ueber-uns/geschaeftsstelle.html"					2016-03-21T00:00:00
HAT_MANDAT	532	228	602	"geschaeftsfuehrend"		"0"	"Verantwortlicher Politik"	"Responsable des affaires politiques"	"https://www.xing.com/profile/Manuel_Graf5"			2011-06-01		2020-07-02T23:06:15
HAT_MANDAT	541	125	1400	"vorstand"	"mitglied"	"0"			"http://stromeffizienzinitiative.ch/ueber-uns/"				2017-12-31	2017-09-14T18:21:30
HAT_MANDAT	544	448	1406	"vorstand"	"praesident"	"0"			"https://www.bernerbauern.ch/de-ch/Uber-uns/Vorstand"					2019-05-07T14:15:56
HAT_MANDAT	548	125	1396	"vorstand"	"mitglied"	"0"			"http://www.energieallianz.ch/default.aspx?navid=132"				2017-12-31	2017-09-14T18:21:30
HAT_MANDAT	549	125	602	"taetig"		"0"	"Leiter Klima & Energie"		"http://www.wwf.ch/de/hintergrundwissen/klima/politik/globalpol/"					2017-09-14T18:21:30
HAT_MANDAT	554	366	336	"geschaeftsfuehrend"	"praesident"	"0"	"Direktor"	"Directeur"	"http://www.arbeitgeber.ch/de/verband/geschaeftsstelle"					2016-03-18T11:06:40
HAT_MANDAT	555	366	977	"vorstand"	"mitglied"	"0"			"https://zh.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-103.607.601"			2014-11-08		2016-03-18T11:06:40
HAT_MANDAT	556	366	976	"vorstand"	"vizepraesident"	"0"			"http://zh.powernet.ch/webservices/inet/HRG/HRG.asmx/getHRGHTML?chnr=0203904519&amt=020&toBeModified=0&validOnly=0&lang=1&sort=0"				2015-03-13	2016-03-18T11:06:40
HAT_MANDAT	557	366	309	"vorstand"	"mitglied"	"0"			"http://zh.powernet.ch/webservices/inet/HRG/HRG.asmx/getHRGHTML?chnr=0207000693&amt=020&toBeModified=0&validOnly=0&lang=1&sort=0"			2014-08-26	2018-05-23	2016-03-18T11:06:40
HAT_MANDAT	558	347	580	"taetig"		1	"Koordinator Bundespolitik"	"Coordinateur politique fédérale"	"https://www.admin.ch/ch/d/gg/pc/documents/2987/Mineraloelpflichtlagerverordnung_Stellungnahmen.pdf"					2020-07-16T17:45:51
HAT_MANDAT	559	448	1421	"vorstand"	"praesident"	"0"			"https://be.chregister.ch/cr-portal/auszug/auszug.xhtml;jsessionid=d9144439c3daa62064067e503e0b?uid=CHE-108.641.982"					2019-05-07T14:15:56
HAT_MANDAT	560	448	1422	"vorstand"	"mitglied"	"0"			"http://be.powernet.ch/webservices/inet/HRG/HRG.asmx/getHRGHTML?chnr=0355010007&amt=036&toBeModified=0&validOnly=0&lang=1&sort=0"				2014-11-14	2019-05-07T14:15:56
HAT_MANDAT	561	448	1423	"vorstand"	"mitglied"	"0"			"https://be.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-103.944.139"			2013-12-23		2019-05-07T14:15:56
HAT_MANDAT	562	448	1424	"vorstand"	"praesident"	"0"			"http://be.powernet.ch/webservices/inet/HRG/HRG.asmx/getHRGHTML?chnr=0353012759&amt=036&toBeModified=0&validOnly=0&lang=1&sort=0"				2014-12-31	2019-05-07T14:15:56
HAT_MANDAT	589	125	187	"vorstand"	"mitglied"	"0"					"Patrick Hofstetter"			2017-09-14T18:21:30
HAT_MANDAT	590	237	669	"vorstand"	"mitglied"	"0"			"https://www.stv-fst.ch/de/ueber-den-stv/organe/vorstand"					2016-03-18T11:06:40
HAT_MANDAT	591	237	1497	"vorstand"	"mitglied"	"0"			"https://be.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-105.934.790"					2016-03-18T11:06:40
HAT_MANDAT	592	237	168	"vorstand"	"mitglied"	"0"			"https://be.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-101.560.118"					2016-03-18T11:06:40
HAT_MANDAT	593	237	244	"vorstand"	"mitglied"	"0"			"https://litra.ch/de/ueber-litra/vereinsorgane/vorstand/"					2016-03-18T11:06:40
HAT_MANDAT	596	253	1508	"vorstand"	"mitglied"	"0"			"http://www.ueli-keller.ch/politik/beispiele/"					2020-05-19T17:32:27
HAT_MANDAT	597	253	1509	"geschaeftsfuehrend"		"0"			"http://www.xn--sp-zrich-95a.ch/icc.asp?oid=58168"		"Ueli Keller"			2020-05-19T17:32:27
HAT_MANDAT	598	253	1510	"gesellschafter"	"mitglied"	"0"			"http://zh.powernet.ch/webservices/inet/HRG/HRG.asmx/getHRGHTML?chnr=0204900313&amt=020&toBeModified=0&validOnly=0&lang=1&sort=0"					2020-05-19T17:32:27
HAT_MANDAT	613	366	377	"vorstand"	"mitglied"	"0"					"Roland A. Müller"	2015-01-01		2016-03-18T11:06:40
HAT_MANDAT	614	366	1553	"vorstand"	"vizepraesident"	"0"			"https://www.admin.ch/ch/d/cf/ko/Gremien_interessenbindung_10564.html"					2016-03-18T11:06:40
HAT_MANDAT	615	366	912	"mitglied"		"0"			"https://www.admin.ch/ch/d/cf/ko/gremium_10554.html"					2016-03-18T11:06:40
HAT_MANDAT	616	366	656	"mitglied"		"0"			"https://www.admin.ch/ch/d/cf/ko/Gremien_interessenbindung_10564.html"					2016-03-18T11:06:40
HAT_MANDAT	618	125	1554	"geschaeftsfuehrend"	"mitglied"	"0"	"Mitglied Geschäftsleitungsausschuss"				"Patrick Hofstetter"			2017-09-14T18:21:30
HAT_MANDAT	620	125	1555	"beirat"	"mitglied"	"0"			"http://www.esc.ethz.ch/people/advisory-board.html"				2016-12-31	2017-09-14T18:21:30
HAT_MANDAT	622	125	1557	"beirat"	"mitglied"	"0"	"Mitglied International Advisory Council"		"http://www.ecoinvent.org/about/organisation/international-advisory-council/international-advisory-council.html"					2017-09-14T18:21:30
HAT_MANDAT	624	317	1562	"vorstand"	"mitglied"	"0"					"E-Mail WIener 10.11.2014"		2016-06-30	2016-03-18T11:05:59
HAT_MANDAT	625	317	140	"vorstand"	"mitglied"	"0"					"E-Mail WIener 10.11.2014"		2020-03-31	2016-03-18T11:05:59
HAT_MANDAT	626	317	1563	"vorstand"	"mitglied"	"0"			"https://www.linkedin.com/in/daniel-wiener-basel/"		"E-Mail WIener 10.11.2014"			2016-03-18T11:05:59
HAT_MANDAT	627	317	1564	"vorstand"	"mitglied"	"0"			"https://www.linkedin.com/in/daniel-wiener-basel/"		"E-Mail WIener 10.11.2014"			2016-03-18T11:05:59
HAT_MANDAT	633	396	1572	"vorstand"	"praesident"	"0"			"https://www.linkedin.com/in/pierre-zwahlen-44501056/"					2016-03-18T11:03:50
HAT_MANDAT	634	396	1573	"vorstand"	"praesident"	"0"							2015-08-31	2016-03-18T11:03:50
HAT_MANDAT	635	396	1574	"vorstand"	"mitglied"	"0"	"Gemeinderat"	"Conseiller communal"					2019-12-31	2016-03-18T11:03:50
