:TYPE	id:int	parlamentarier_id:START_ID(parlamentarier_id)	organisation_id:END_ID(organisation_id)	art:string	funktion_im_gremium:string	deklarationstyp:string	status:string	hauptberuflich:int	behoerden_vertreter:string	beschreibung:string	beschreibung_fr:string	quelle_url:string	quelle_url_gueltig:int	quelle:string	von:date	bis:date	updated_by_import:localdatetime	freigabe_datum:localdatetime
HAT_INTERESSENBINDUNG_MIT	128	21	144	"vorstand"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"	"N"			"http://bl.powernet.ch/webservices/inet/HRG/HRG.asmx/getHRGHTML?chnr=2803917292&amt=280&toBeModified=0&validOnly=0&lang=1&sort=0"			2009-02-25			2020-03-07T11:01:49
HAT_INTERESSENBINDUNG_MIT	130	21	146	"vorstand"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"	"N"			"http://www.hev-sissach.ch/home/vorstand/"						2020-03-07T11:01:49
HAT_INTERESSENBINDUNG_MIT	131	21	147	"vorstand"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"	"N"			"http://www.steuerzahler-bl.ch/vorstand"						2020-03-07T11:01:49
HAT_INTERESSENBINDUNG_MIT	261	36	266	"vorstand"	"praesident"	"deklarationspflichtig"	"nicht-deklariert"	"0"				"http://www.paul-grueninger.ch/pagine/stiftung/stiftungsrat.html"						2020-03-08T22:28:21
HAT_INTERESSENBINDUNG_MIT	273	38	126	"vorstand"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"				"https://bs.chregister.ch/cr-portal/auszug/auszug.xhtml;jsessionid=e4b904fdd4e1d9466547a0fc1784?uid=CHE-101.789.796"						2020-03-27T13:11:13
HAT_INTERESSENBINDUNG_MIT	275	38	277	"vorstand"	"praesident"	"deklarationspflichtig"	"deklariert"	"0"				"https://be.chregister.ch/cr-portal/auszug/auszug.xhtml;jsessionid=6029a7b7823177d33c17c50a5829?uid=CHE-115.611.880"						2020-03-27T13:11:13
HAT_INTERESSENBINDUNG_MIT	276	38	278	"vorstand"	"praesident"	"deklarationspflichtig"	"deklariert"	"0"				"https://be.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-364.055.790"						2020-03-27T13:11:13
HAT_INTERESSENBINDUNG_MIT	279	38	281	"vorstand"	"mitglied"	"deklarationspflichtig"	"nicht-deklariert"	"0"				"http://www.ppp-schweiz.ch/de/verein-ppp-schweiz/organe/"						2020-03-27T13:11:13
HAT_INTERESSENBINDUNG_MIT	291	6	307	"vorstand"	"praesident"	"deklarationspflichtig"	"deklariert"	"0"		"Inhaber"	"Propriétaire"	"https://bl.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-112.286.022"			2005-03-23			2020-03-29T08:43:13
HAT_INTERESSENBINDUNG_MIT	294	14	309	"vorstand"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"				"https://zh.chregister.ch/cr-portal/auszug/auszug.xhtml;jsessionid=30eecb74b4bd6b0bde12adb4bfb4?uid=CHE-109.626.502"						2020-03-26T08:34:35
HAT_INTERESSENBINDUNG_MIT	295	14	310	"vorstand"	"mitglied"	"deklarationspflichtig"	"nicht-deklariert"	"0"				"https://zh.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-111.694.714"						2020-03-26T08:34:35
HAT_INTERESSENBINDUNG_MIT	333	38	341	"vorstand"	"praesident"	"deklarationspflichtig"	"deklariert"	"0"				"https://sz.chregister.ch/cr-portal/auszug/auszug.xhtml;jsessionid=600970424fcf58cd4b8ab6a41a80?uid=CHE-195.617.725"						2020-03-27T13:11:13
HAT_INTERESSENBINDUNG_MIT	336	6	343	"vorstand"	"praesident"	"deklarationspflichtig"	"deklariert"	"0"	"N"			"https://bl.chregister.ch/cr-portal/auszug/auszug.xhtml;jsessionid=1dcdd3ad4aa01d1d47280af18dfd?uid=CHE-102.170.062"			2015-04-08			2020-03-29T08:43:13
HAT_INTERESSENBINDUNG_MIT	356	4	347	"vorstand"	"vizepraesident"	"deklarationspflichtig"	"nicht-deklariert"	"0"	"N"			"https://www.mieterverband.ch/mv/mitgliedschaft-verband/organisation/smv.html"						2020-06-15T10:55:11
HAT_INTERESSENBINDUNG_MIT	383	6	432	"vorstand"	"praesident"	"deklarationspflichtig"	"deklariert"	"0"	"N"			"http://probaselbiet.ch/index.php/komitee"						2020-03-29T08:43:13
HAT_INTERESSENBINDUNG_MIT	384	6	433	"vorstand"	"praesident"	"deklarationspflichtig"	"deklariert"	"0"	"N"			"https://www.spedlogswiss.com/media/FCFC242C-155D-C846-0108047852BF1148/SPEDLOGSWISS_Organigramm_20160503%20v199960703.pdf"						2020-03-29T08:43:13
HAT_INTERESSENBINDUNG_MIT	385	6	434	"beirat"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"	"N"			"https://www.parlament.ch/de/biografie/thomas-de-courten/4051"						2020-03-29T08:43:13
HAT_INTERESSENBINDUNG_MIT	386	6	435	"vorstand"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"	"N"			"https://www.svbk.ch/ueber-den-svbk/vorstand"						2020-03-29T08:43:13
HAT_INTERESSENBINDUNG_MIT	423	51	140	"beirat"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"	"N"	"Politik-Beirat"	"Conseil politique"	"https://www.parlament.ch/de/biografie/martin-b%C3%A4umle/1138"						2019-09-13T17:51:24
HAT_INTERESSENBINDUNG_MIT	426	227	140	"beirat"	"mitglied"	"deklarationspflichtig"	"nicht-deklariert"	"0"	"N"			"https://www.swisscleantech.ch/"						2020-04-19T19:28:57
HAT_INTERESSENBINDUNG_MIT	427	96	140	"beirat"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"	"N"	"Politik-Beirat"	"Membre du Conseil consultatif politique"	"http://www.swisscleantech.ch/verband/organisation/politik-beirat/"						2020-03-29T17:44:01
HAT_INTERESSENBINDUNG_MIT	432	159	140	"beirat"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"	"N"	"Vorstand und politischer Beirat"	"Comité directeur et conseil consultatif politique"	"http://www.swisscleantech.ch/startseite/verband/organisation/vorstand/"						2020-11-21T09:47:57
HAT_INTERESSENBINDUNG_MIT	438	75	564	"geschaeftsfuehrend"		"deklarationspflichtig"	"deklariert"	"0"	"N"			"https://www.parlament.ch/de/biografie/yvette-estermann/3876"						2020-11-23T08:26:45
HAT_INTERESSENBINDUNG_MIT	458	11	402	"vorstand"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"				"https://www.spitex.ch/Ueber-uns/Vorstand/PZ6zY/"						2020-03-08T10:25:42
HAT_INTERESSENBINDUNG_MIT	459	11	538	"beirat"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"				"http://www.wohnen-schweiz.ch/politik/"						2020-03-08T10:25:42
HAT_INTERESSENBINDUNG_MIT	460	11	599	"beirat"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"				"https://www.parlament.ch/de/biografie?CouncillorId=4094"						2020-03-08T10:25:42
HAT_INTERESSENBINDUNG_MIT	461	11	600	"beirat"	"praesident"	"deklarationspflichtig"	"nicht-deklariert"	"0"				"https://www.bernerzeitung.ch/region/kanton-bern/Berns-Medizinische-Fakultaet-bekommt-einen-Beirat/story/24086720"						2020-03-08T10:25:42
HAT_INTERESSENBINDUNG_MIT	462	11	601	"vorstand"	"praesident"	"deklarationspflichtig"	"deklariert"	"0"				"https://ig-erfrischungsgetraenke.ch/#about"						2020-03-08T10:25:42
HAT_INTERESSENBINDUNG_MIT	465	38	611	"vorstand"	"praesident"	"deklarationspflichtig"	"deklariert"	"0"		"Präsident Verein und ProPapiliorama und Patronat ""Papiliorama 2030"""	"Président de l'association et du patronage ""Papiliorama 2030"""	"https://propapiliorama.ch"						2020-03-27T13:11:13
HAT_INTERESSENBINDUNG_MIT	466	12	261	"mitglied"		"deklarationspflichtig"	"nicht-deklariert"	"0"	"N"			"http://www.forumgesundheitschweiz.ch/index.php/mitglieder.html"						2020-03-08T10:50:44
HAT_INTERESSENBINDUNG_MIT	467	38	129	"vorstand"	"praesident"	"deklarationspflichtig"	"deklariert"	"0"				"http://www.geliko.ch/de/ueberdiegeliko/vorstand"						2020-03-27T13:11:13
HAT_INTERESSENBINDUNG_MIT	468	12	614	"vorstand"	"praesident"	"deklarationspflichtig"	"deklariert"	"0"				"http://www.ig-seltene-krankheiten.ch/de/ueber-uns.html"						2020-03-08T10:50:44
HAT_INTERESSENBINDUNG_MIT	470	12	251	"vorstand"	"praesident"	"deklarationspflichtig"	"deklariert"	"0"	"N"			"https://zh.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-109.813.665"						2020-03-08T10:50:44
HAT_INTERESSENBINDUNG_MIT	473	238	617	"vorstand"	"praesident"	"deklarationspflichtig"	"deklariert"	"0"	"N"			"https://sh.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-101.903.508"						2020-03-12T14:58:02
HAT_INTERESSENBINDUNG_MIT	474	238	618	"vorstand"	"praesident"	"deklarationspflichtig"	"deklariert"	"0"	"N"			"https://sh.chregister.ch/cr-portal/auszug/auszug.xhtml;jsessionid=a01deb81ce4e57a0f8468971d156?uid=CHE-103.473.068"						2020-03-12T14:58:02
HAT_INTERESSENBINDUNG_MIT	497	85	637	"vorstand"	"praesident"	"deklarationspflichtig"	"deklariert"	"0"	"N"	"Präsident"	"Président"	"https://www.parlament.ch/centers/documents/de/parlamentarische-gruppen.pdf"		"PDF vom 09.06.2020"			2020-07-05T12:03:50	2020-03-24T10:11:20
HAT_INTERESSENBINDUNG_MIT	499	93	637	"vorstand"	"praesident"	"deklarationspflichtig"	"deklariert"	"0"	"N"	"Co-Präsidium"	"Coprésidente"	"https://www.parlament.ch/centers/documents/de/parlamentarische-gruppen.pdf"		"PDF vom 09.06.2020"			2020-07-05T12:03:50	2020-04-19T19:29:13
HAT_INTERESSENBINDUNG_MIT	501	153	637	"vorstand"	"praesident"	"deklarationspflichtig"	"deklariert"	"0"		"Co-Präsidium"	"Coprésident"	"https://www.parlament.ch/centers/documents/de/parlamentarische-gruppen.pdf"		"PDF vom 09.06.2020"			2020-07-05T12:03:50	2020-03-26T09:32:08
HAT_INTERESSENBINDUNG_MIT	502	196	637	"vorstand"	"praesident"	"deklarationspflichtig"	"deklariert"	"0"	"N"	"Co-Präsidium"	"Coprésidente"	"https://www.parlament.ch/centers/documents/de/parlamentarische-gruppen.pdf"		"PDF vom 09.06.2020"			2020-07-05T12:03:50	2019-09-16T19:28:27
HAT_INTERESSENBINDUNG_MIT	516	34	649	"beirat"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"	"N"			"http://alex-kuprecht.ch/zu-meiner-person/"						2020-03-08T22:13:36
HAT_INTERESSENBINDUNG_MIT	518	15	651	"vorstand"	"vizepraesident"	"deklarationspflichtig"	"deklariert"	"0"				"https://ag.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-112.175.457"			2012-12-11			2020-03-23T16:09:01
HAT_INTERESSENBINDUNG_MIT	524	38	662	"vorstand"	"praesident"	"deklarationspflichtig"	"deklariert"	"0"				"http://qualiccare.ch/ueber-uns-als-verein/vorstand/"						2020-03-27T13:11:13
HAT_INTERESSENBINDUNG_MIT	528	38	671	"beirat"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"				"https://www.ehsm.admin.ch/de/ehsm/organisation/beirat.html"						2020-03-27T13:11:13
HAT_INTERESSENBINDUNG_MIT	561	65	261	"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"	"N"			"http://www.forumgesundheitschweiz.ch/index.php/mitglieder.html"						2020-03-23T16:33:15
HAT_INTERESSENBINDUNG_MIT	563	97	261	"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"				"https://www.forumgesundheitschweiz.ch/mitglieder.html"						2020-03-26T08:50:31
HAT_INTERESSENBINDUNG_MIT	566	158	261	"mitglied"		"deklarationspflichtig"	"nicht-deklariert"	"0"	"N"			"http://www.forumgesundheitschweiz.ch/index.php/mitglieder.html"						2020-03-07T10:44:53
HAT_INTERESSENBINDUNG_MIT	578	49	732	"vorstand"	"praesident"	"deklarationspflichtig"	"deklariert"	1		"Geschäftsführerin/Verwaltungsratspräsidentin"	"Directrice/Présidente du conseil d'administration"	"https://zh.chregister.ch/cr-portal/auszug/auszug.xhtml;jsessionid=1e882803e251cc574195c5272153?uid=CHE-100.918.571"						2019-09-18T17:55:26
HAT_INTERESSENBINDUNG_MIT	580	49	347	"vorstand"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"				"https://www.mieterverband.ch/mv/mitgliedschaft-verband/organisation/mv.html"						2019-09-18T17:55:26
HAT_INTERESSENBINDUNG_MIT	586	12	742	"vorstand"	"mitglied"	"deklarationspflichtig"	"nicht-deklariert"	"0"	"N"			"https://lu.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-101.513.231"			2014-06-27			2020-03-08T10:50:44
HAT_INTERESSENBINDUNG_MIT	588	12	744	"vorstand"	"mitglied"	"deklarationspflichtig"	"nicht-deklariert"	"0"	"N"			"https://lu.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-101.503.037"			2014-06-27			2020-03-08T10:50:44
HAT_INTERESSENBINDUNG_MIT	589	12	746	"vorstand"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"	"N"			"https://lu.chregister.ch/cr-portal/auszug/auszug.xhtml;jsessionid=71d894aa8d589fd49593ac03e616?uid=CHE-112.992.321"			2014-06-27			2020-03-08T10:50:44
HAT_INTERESSENBINDUNG_MIT	590	12	745	"vorstand"	"mitglied"	"deklarationspflichtig"	"nicht-deklariert"	"0"	"N"			"https://lu.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-109.357.495"			2014-06-27			2020-03-08T10:50:44
HAT_INTERESSENBINDUNG_MIT	605	182	283	"vorstand"	"praesident"	"deklarationspflichtig"	"deklariert"	"0"	"N"	"Präsident ad interim"		"http://www.medienfreiheit.ch/%C3%BCber-uns/vorstand"			2019-05-15			2020-04-16T10:20:16
HAT_INTERESSENBINDUNG_MIT	613	131	802	"geschaeftsfuehrend"	"praesident"	"deklarationspflichtig"	"deklariert"	"0"	"N"			"https://ag.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-115.361.097"						2020-03-09T15:19:51
HAT_INTERESSENBINDUNG_MIT	615	131	804	"vorstand"	"praesident"	"deklarationspflichtig"	"deklariert"	"0"				"https://ag.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-107.125.347"						2020-03-09T15:19:51
HAT_INTERESSENBINDUNG_MIT	624	76	779	"vorstand"	"praesident"	"nicht deklarationspflicht"	"deklariert"	"0"	"N"			"https://www.parlament.ch/de/biografie/daniel-f%C3%A4ssler/4056"						2020-03-08T22:49:49
HAT_INTERESSENBINDUNG_MIT	629	76	819	"vorstand"	"praesident"	"deklarationspflichtig"	"deklariert"	"0"				"http://sg.powernet.ch/webservices/inet/HRG/HRG.asmx/getHRGHTML?chnr=3203055768&amt=320&toBeModified=0&validOnly=0&lang=1&sort=0"						2020-03-08T22:49:49
HAT_INTERESSENBINDUNG_MIT	631	76	823	"vorstand"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"	"N"			"https://sh.chregister.ch/cr-portal/auszug/auszug.xhtml;jsessionid=818932a38ee5878e047cc11171bd?uid=CHE-114.778.750"						2020-03-08T22:49:49
HAT_INTERESSENBINDUNG_MIT	633	76	825	"vorstand"	"praesident"	"deklarationspflichtig"	"deklariert"	"0"				"http://www.ai.ch/de/gewerbe/vereinsliste/welcome.php?action=showverein&verein_id=100"						2020-03-08T22:49:49
HAT_INTERESSENBINDUNG_MIT	642	180	851	"vorstand"	"praesident"	"deklarationspflichtig"	"nicht-deklariert"	"0"				"https://be.chregister.ch/cr-portal/auszug/auszug.xhtml;jsessionid=7cebad04976307c84be1a58d55a5?uid=CHE-412.531.128"						2020-03-07T10:47:23
HAT_INTERESSENBINDUNG_MIT	643	180	852	"geschaeftsfuehrend"	"praesident"	"deklarationspflichtig"	"deklariert"	1		"Geschäftsführer und Gesellschafter"	"Gérant et associé"	"https://be.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-134.640.557"						2020-03-07T10:47:23
HAT_INTERESSENBINDUNG_MIT	644	180	853	"vorstand"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"				"https://be.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-110.627.721"						2020-03-07T10:47:23
HAT_INTERESSENBINDUNG_MIT	646	180	766	"vorstand"	"vizepraesident"	"deklarationspflichtig"	"deklariert"	"0"				"https://zg.chregister.ch/cr-portal/auszug/auszug.xhtml;jsessionid=7d12a37ec631865b7798b9c8bde0?uid=CHE-109.980.582"						2020-03-07T10:47:23
HAT_INTERESSENBINDUNG_MIT	649	180	854	"geschaeftsfuehrend"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"				"http://www.volkswirtschaftbeo.ch/de/Anwendungen/Geschaeftsleitung"						2020-03-07T10:47:23
HAT_INTERESSENBINDUNG_MIT	650	122	856	"vorstand"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"		"Verwaltungsrat"	"Conseil d'administration"	"https://bs.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-108.955.038"						2020-04-04T19:55:18
HAT_INTERESSENBINDUNG_MIT	651	122	583	"vorstand"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"				"https://be.chregister.ch/cr-portal/auszug/auszug.xhtml;jsessionid=fac1f1c467144d9c27b9116ecb3f?uid=CHE-107.818.427"						2020-04-04T19:55:18
HAT_INTERESSENBINDUNG_MIT	652	122	857	"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"				"http://www.nwa-schweiz.ch/index.php?lg=1&sec_id=1"						2020-04-04T19:55:18
HAT_INTERESSENBINDUNG_MIT	653	122	858	"vorstand"	"praesident"	"deklarationspflichtig"	"deklariert"	"0"				"https://bs.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-104.600.375"						2020-04-04T19:55:18
HAT_INTERESSENBINDUNG_MIT	654	122	859	"beirat"	"mitglied"	"deklarationspflichtig"	"nicht-deklariert"	"0"		"Beirat Nachhaltigkeit"	"Conseil consultatif sur le développement durable"	"https://www.cler.ch/de/bank-cler/uber-uns/sozial-und-umweltfreundlich/#anchor=organisation"						2020-04-04T19:55:18
HAT_INTERESSENBINDUNG_MIT	656	38	122	"beirat"	"mitglied"	"deklarationspflichtig"	"nicht-deklariert"	"0"		"Mitglied Patronatskomitee"	"Membre du comité de patronage"	"https://www.alpinesmuseum.ch/de/ueber-uns/patronatskomitee"						2020-03-27T13:11:13
HAT_INTERESSENBINDUNG_MIT	659	153	865	"vorstand"	"praesident"	"deklarationspflichtig"	"deklariert"	"0"				"https://be.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-428.251.002"						2020-03-26T09:32:08
HAT_INTERESSENBINDUNG_MIT	660	153	866	"vorstand"	"praesident"	"deklarationspflichtig"	"deklariert"	"0"				"http://www.umweltprofis.ch/de/ueber-uns/vorstand/"						2020-03-26T09:32:08
HAT_INTERESSENBINDUNG_MIT	662	153	867	"vorstand"	"vizepraesident"	"deklarationspflichtig"	"deklariert"	"0"				"http://busalpin.ch/de/organisation.html"						2020-03-26T09:32:08
HAT_INTERESSENBINDUNG_MIT	665	4	878	"vorstand"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"		"Ersatzmitglied"		"https://www.parlament.ch/de/biografie/marina-carobbio-guscetti/3830"						2020-06-15T10:55:11
HAT_INTERESSENBINDUNG_MIT	676	4	895	"vorstand"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"				"http://ti.powernet.ch/webservices/inet/HRG/HRG.asmx/getHRGHTML?chnr=50170149718&amt=501&toBeModified=0&validOnly=0&lang=1&sort=0"		"Mail Carobbio 29.10.18"				2020-06-15T10:55:11
HAT_INTERESSENBINDUNG_MIT	683	11	923	"mitglied"		"deklarationspflichtig"	"deklariert"	"0"				"https://www.parlament.ch/de/biografie?CouncillorId=4094"						2020-03-08T10:25:42
HAT_INTERESSENBINDUNG_MIT	693	83	40	"beirat"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"				"http://www.konsum.ch/ueber-uns/beiraete/"			2014-09-14			2020-03-29T09:24:27
HAT_INTERESSENBINDUNG_MIT	695	99	40	"beirat"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"	"N"	"Politischer Beirat"	"Conseil consultatif politique"	"http://www.konsum.ch/ueber-uns/beiraete/"			2014-09-14			2020-03-24T08:48:30
HAT_INTERESSENBINDUNG_MIT	706	185	956	"vorstand"	"vizepraesident"	"deklarationspflichtig"	"deklariert"	"0"				"https://lu.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-109.329.783"						2019-09-12T20:35:43
HAT_INTERESSENBINDUNG_MIT	707	185	957	"vorstand"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"				"http://www.ksnw.ch/team-spitalrat-01.html"						2019-09-12T20:35:43
HAT_INTERESSENBINDUNG_MIT	708	185	958	"vorstand"	"praesident"	"deklarationspflichtig"	"deklariert"	"0"				"https://lu.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-101.392.499"						2019-09-12T20:35:43
HAT_INTERESSENBINDUNG_MIT	709	185	959	"vorstand"	"praesident"	"deklarationspflichtig"	"deklariert"	"0"		"Präsident und Delegierter"		"https://lu.chregister.ch/cr-portal/auszug/auszug.xhtml;jsessionid=4d3eab3ef4f7d6ac31a4603da0df?uid=CHE-106.743.382"						2019-09-12T20:35:43
HAT_INTERESSENBINDUNG_MIT	710	185	960	"vorstand"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"				"https://lu.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-102.029.883"						2019-09-12T20:35:43
HAT_INTERESSENBINDUNG_MIT	711	185	961	"vorstand"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"		"Mitglied und Sekretär"		"https://lu.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-112.172.737"						2019-09-12T20:35:43
HAT_INTERESSENBINDUNG_MIT	712	185	962	"vorstand"	"praesident"	"deklarationspflichtig"	"deklariert"	"0"				"https://lu.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-115.004.355"						2019-09-12T20:35:43
HAT_INTERESSENBINDUNG_MIT	714	185	964	"vorstand"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"				"http://zh.powernet.ch/webservices/inet/HRG/HRG.asmx/getHRGHTML?chnr=02059003709&amt=020&toBeModified=0&validOnly=0&lang=1&sort=0"						2019-09-12T20:35:43
HAT_INTERESSENBINDUNG_MIT	715	185	966	"vorstand"	"praesident"	"deklarationspflichtig"	"deklariert"	"0"				"http://zh.powernet.ch/webservices/inet/HRG/HRG.asmx/getHRGHTML?chnr=02079034541&amt=020&toBeModified=0&validOnly=0&lang=1&sort=0"						2019-09-12T20:35:43
HAT_INTERESSENBINDUNG_MIT	716	185	212	"vorstand"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"				"https://ag.chregister.ch/cr-portal/auszug/auszug.xhtml;jsessionid=4e1d335b91871a0cab1c5caf0919?uid=CHE-114.567.377"						2019-09-12T20:35:43
HAT_INTERESSENBINDUNG_MIT	721	185	971	"vorstand"	"praesident"	"deklarationspflichtig"	"deklariert"	"0"				"https://lu.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-109.772.871"						2019-09-12T20:35:43
HAT_INTERESSENBINDUNG_MIT	722	185	972	"vorstand"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"				"https://lu.chregister.ch/cr-portal/auszug/auszug.xhtml?uid=CHE-102.077.215"						2019-09-12T20:35:43
