anzeige_name	name	id	nachname	vorname	vorname_kurz	zweiter_vorname	rat_id	kanton_id	kommissionen	partei_id	parteifunktion	fraktion_id	fraktionsfunktion	im_rat_seit	im_rat_bis	ratswechsel	ratsunterbruch_von	ratsunterbruch_bis	beruf	beruf_fr	beruf_interessengruppe_id	titel	aemter	weitere_aemter	zivilstand	anzahl_kinder	militaerischer_grad_id	geschlecht	geburtstag	photo_dateiname	photo_dateierweiterung	photo_dateiname_voll	photo_mime_type	kleinbild	sitzplatz	homepage	homepage_2	parlament_biografie_id	parlament_number	parlament_interessenbindungen_updated	twitter_name	linkedin_profil_url	xing_profil_name	facebook_name	wikipedia	sprache	arbeitssprache	adresse_firma	adresse_plz	adresse_ort	erfasst	freigabe_datum	beruf_de	von	bis	aktiv	geburtstag_unix	im_rat_seit_unix	im_rat_bis_unix	freigabe_datum_unix	von_unix	bis_unix	vertretene_bevoelkerung	rat	kanton	romandie	rat_de	kanton_name_de	rat_fr	kanton_name_fr	kommissionen_namen	kommissionen_namen_de	kommissionen_namen_fr	kommissionen_abkuerzung	kommissionen_abkuerzung_de	kommissionen_abkuerzung_fr	kommissionen_anzahl	partei	partei_name	fraktion	militaerischer_grad	partei_de	partei_name_de	militaerischer_grad_de	partei_fr	partei_name_fr	militaerischer_grad_fr	beruf_branche_id	titel_de	titel_fr	parlamentarier_id	verguetungstransparenz_beurteilung_stichdatum	verguetungstransparenz_beurteilung	refreshed_date
"Grin, Jean-Pierre"	"Jean-Pierre Grin"	104	"Grin"	"Jean-Pierre"			1	22	"APF-V, ERD-V, FK-NR"	5	"mitglied"	5	"mitglied"	2007-12-03					"Landwirt"	"Agriculteur"	85	"Maitre agriculteur"	"Législatif communal: depuis avril 1967 jusqu'à décembre 1973; Exécutif communal: syndic de Pomy depuis 1994 jusqu'à 2011; Législatif cantonal: depuis 1998 jusqu'à 2007"		"verheiratet"	3		"M"	1947-03-16					"2688.jpg"	80	"http://www.jeanpierregrin.ch/"		3885	2688	2020-11-29T14:02:40	"grinjean"			"jeanpierre.grin"	"https://de.wikipedia.org/wiki/Jean-Pierre_Grin-Hofmann"	"fr"	"fr"		1405	"Pomy"	"Ja"	2019-09-01T18:17:12	"Landwirt"	2007-12-03		1	"0"	1196636400		1567354632	1196636400		42060	"NR"	"VD"	1	"NR"	"Waadt"	"CN"	"Vaud"	"Delegation bei der parlamentarischen Versammlung der Frankophonie (APF-V); Delegation beim Europarat (ERD-V); Finanzkommission NR (FK-NR)"	"Delegation bei der parlamentarischen Versammlung der Frankophonie (APF-V); Delegation beim Europarat (ERD-V); Finanzkommission NR (FK-NR)"	"Délégation auprès de l'Assemblée parlementaire de la Francophonie (APF); Commission des finances CN (CdF); Délégation auprès du Conseil de l'Europe (DCE)"	"APF-V, ERD-V, FK-NR"	"APF-V, ERD-V, FK-NR"	"APF, CdF, DCE"	3	"SVP"	"Schweizerische Volkspartei"	"V"		"SVP"	"Schweizerische Volkspartei"		"UDC"	"Union Démocratique du Centre"		15	"Nationalrat"	"Le Conseiller national"	104			2020-12-07 02:31:03
"Grossen, Jürg"	"Jürg Grossen"	106	"Grossen"	"Jürg"			1	2	"WAK-NR"	2	"mitglied"	2	"mitglied"	2011-12-05					"Elektroplaner, Unternehmer"	"Planificateur-électricien, entrepreneur"	31		"Mitglied der Kommission Tiefbau, Verkehr und Wasser (TVW) der Gemeinde Frutigen: 2010 bis 2013"	"Präsident glp Schweiz: seit August 2017; Vizepräsident der glp Schweiz: 2016 bis 2017; Vizepräsident der glp-Fraktion: 2015 bis 2017; Co-Präsident der glp Kanton Bern: 2012 bis 2016; Präsident der glp Thun/Berner Oberland: 2009 bis 2012"	"verheiratet"	3	2	"M"	1969-08-24					"2786.jpg"		"http://www.juerg-grossen.ch"	"http://www.elektro-plan.ch"	4083	2786	2020-11-29T14:02:40	"Juerg_Grossen"	"https://www.linkedin.com/in/jürg-grossen-53385ba0"		"jurg.grossen.9"	"https://de.wikipedia.org/wiki/J%C3%BCrg_Grossen"	"de"	"de"		3714	"Frutigen"	"Ja"	2019-08-16T14:55:22	"Elektroplaner, Unternehmer"	2011-12-05		1	"0"	1323039600		1565960122	1323039600		43124	"NR"	"BE"	"0"	"NR"	"Bern"	"CN"	"Berne"	"Kommission für Wirtschaft und Abgaben NR (WAK-NR)"	"Kommission für Wirtschaft und Abgaben NR (WAK-NR)"	"Commission de l'économie et des redevances CN (CER)"	"WAK-NR"	"WAK-NR"	"CER"	1	"GLP"	"Grünliberale Partei"	"GL"	"Soldat"	"GLP"	"Grünliberale Partei"	"Soldat"	"PVL"	"Parti vert-libéral"		3	"Nationalrat"	"Le Conseiller national"	106			2020-12-07 02:31:03
"Gschwind, Jean-Paul"	"Jean-Paul Gschwind"	108	"Gschwind"	"Jean-Paul"			1	26	"FinDel-V, FK-NR"	7	"mitglied"	8	"mitglied"	2011-12-05					"Pensioniert"	"Retraité"	4	"med. vet."	"Député au Parlement jurassien: depuis janvier 2007 jusqu'à novembre 2011; Maire de Courchavon: depuis  janvier 1993 jusqu'à décembre 2004"		"verheiratet"	5	2	"M"	1952-10-31					"2798.jpg"	149			4087	2798	2020-11-29T14:02:40		"https://www.linkedin.com/in/jean-paul-gschwind-08a13096"			"https://de.wikipedia.org/wiki/Jean-Paul_Gschwind"	"fr"	"fr"		2922	"Courchavon"	"Ja"	2019-08-21T12:38:21	"Pensioniert"	2011-12-05		1	"0"	1323039600		1566383901	1323039600		36710	"NR"	"JU"	"0"	"NR"	"Jura"	"CN"	"Jura"	"Finanzdelegation (FinDel-V); Finanzkommission NR (FK-NR)"	"Finanzdelegation (FinDel-V); Finanzkommission NR (FK-NR)"	"Commission des finances CN (CdF); Délégation des finances (DélFin)"	"FinDel-V, FK-NR"	"FinDel-V, FK-NR"	"CdF, DélFin"	2	"CVP"	"Christlichdemokratische Volkspartei"	"M-CEB"	"Soldat"	"CVP"	"Christlichdemokratische Volkspartei"	"Soldat"	"PDC"			1	"Nationalrat"	"Le Conseiller national"	108			2020-12-07 02:31:03
"Gysi, Barbara"	"Barbara Gysi"	110	"Gysi"	"Barbara"			1	17	"FK-NR, SGK-NR"	3	"vizepraesident"	3	"mitglied"	2011-12-12					"Sozialarbeiterin, Stadträtin"	"Assistante sociale, Conseillère municipale"	12	"MAS Public Management"	"Stadtparlament Wil (SG): von Januar 1997 bis Dezember 2000; Kantonsrat: von September 1999 bis Mai 2000 und von Juni 2004 bis November 2011; Stadtrat (Exekutive) Wil (SG): von Januar 2001 bis Dezember 2012"	"Präsidentin der SP Wil (SG): von März 1993 bis März 1998; Vizepräsidentin SP Schweiz: seit September 2012"	"ledig"			"F"	1964-05-14					"3026.jpg"	171	"http://www.barbara-gysi.ch"		4121	3026	2020-11-29T14:02:40	"bagysi"	"https://www.linkedin.com/in/barbara-gysi-830a3683"		"barbara.gysi"	"https://de.wikipedia.org/wiki/Barbara_Gysi"	"de"	"de"		9501	"Wil"	"Ja"	2019-09-09T13:57:28	"Sozialarbeiterin, Stadträtin"	2011-12-12		1	"0"	1323644400		1568030248	1323644400		42308	"NR"	"SG"	"0"	"NR"	"St. Gallen"	"CN"	"Saint-Gall"	"Finanzkommission NR (FK-NR); Kommission für soziale Sicherheit und Gesundheit NR (SGK-NR)"	"Finanzkommission NR (FK-NR); Kommission für soziale Sicherheit und Gesundheit NR (SGK-NR)"	"Commission des finances CN (CdF); Commission de la sécurité sociale et de la santé publique CN (CSSS)"	"FK-NR, SGK-NR"	"FK-NR, SGK-NR"	"CdF, CSSS"	2	"SP"	"Sozialdemokratische Partei"	"S"		"SP"	"Sozialdemokratische Partei"		"PSS"	"Parti socialiste"		2	"Nationalrätin"	"La Conseillère nationale"	110			2020-12-07 02:31:03
"Heer, Alfred"	"Alfred Heer"	116	"Heer"	"Alfred"			1	1	"ERD-V, GPDel-V, GPK-NR"	5	"mitglied"	5	"mitglied"	2007-12-03					"Kleinunternehmer"	"petit entrepreneur"	59	"Eidg. dipl. Kaufmann"	"Legislative der Gemeinde Zürich: von Mai 1994 bis Mai 1998; Legislative des Kantons: von Mai 1995 bis 2008"	"Präsident SVP des Kantons Zürich: seit 2009"			2	"M"	1961-10-12					"2690.jpg"	76			3887	2690	2020-11-29T14:02:40				"alfred.heer"	"https://de.wikipedia.org/wiki/Alfred_Heer"	"de"	"de"	"C and E GmbH"	8002	"Zürich"	"Ja"	2019-09-08T17:21:32	"Kleinunternehmer"	2007-12-03		1	"0"	1196636400		1567956092	1196636400		43456	"NR"	"ZH"	"0"	"NR"	"Zürich"	"CN"	"Zurich"	"Delegation beim Europarat (ERD-V); Geschäftsprüfungsdelegation (GPDel-V); Geschäftsprüfungskommission NR (GPK-NR)"	"Delegation beim Europarat (ERD-V); Geschäftsprüfungsdelegation (GPDel-V); Geschäftsprüfungskommission NR (GPK-NR)"	"Commission de gestion CN (CdG); Délégation auprès du Conseil de l'Europe (DCE); Délégation des commissions de gestion (DélCdG)"	"ERD-V, GPDel-V, GPK-NR"	"ERD-V, GPDel-V, GPK-NR"	"CdG, DCE, DélCdG"	3	"SVP"	"Schweizerische Volkspartei"	"V"	"Soldat"	"SVP"	"Schweizerische Volkspartei"	"Soldat"	"UDC"	"Union Démocratique du Centre"		9	"Nationalrat"	"Le Conseiller national"	116			2020-12-07 02:31:03
"Herzog, Verena"	"Verena Herzog"	117	"Herzog"	"Verena"			1	20	"SGK-NR, WBK-NR"	5	"mitglied"	5	"mitglied"	2013-03-04					"Geschäftsfrau, Hausfrau"	"Femmes d'affaires, femme au foyer"	102	"dipl. Kindergärtnerin"	"Kantonsrätin: von Februar 2007 bis Februar 2013; Gemeinderätin (Legislative) der Stadt Frauenfeld: von Januar 2009 bis Januar 2013; Geschäftsprüfungskommission (GFK) des Kantons: von Juni 2008 bis Dezember 2012; Mitglied Primarschulbehörde: von Juni 1997 bis Juli 2009"	"Präsidentin der SVP Bezirk Frauenfeld: von April 2006 bis März 2013; Präsidentin der PR-Kommission SVP Bezirk Frauenfeld: von April 2000 bis April 2006"	"verheiratet"	3		"F"	1956-02-07					"3033.jpg"	44	"http://www.verena-herzog.ch"		4129	3033	2020-11-29T14:02:40	"verenaherzog"			"verenaherzog.ch"	"https://de.wikipedia.org/wiki/Verena_Herzog"	"de"	"de"		8500	"Frauenfeld"	"Ja"	2019-09-16T09:00:23	"Geschäftsfrau, Hausfrau"	2013-03-04		1	"0"	1362351600		1568617223	1362351600		46079	"NR"	"TG"	"0"	"NR"	"Thurgau"	"CN"	"Thurgovie"	"Kommission für soziale Sicherheit und Gesundheit NR (SGK-NR); Kommission für Wissenschaft, Bildung und Kultur NR (WBK-NR)"	"Kommission für soziale Sicherheit und Gesundheit NR (SGK-NR); Kommission für Wissenschaft, Bildung und Kultur NR (WBK-NR)"	"Commission de la science, de l'éducation et de la culture CN (CSEC); Commission de la sécurité sociale et de la santé publique CN (CSSS)"	"SGK-NR, WBK-NR"	"SGK-NR, WBK-NR"	"CSEC, CSSS"	2	"SVP"	"Schweizerische Volkspartei"	"V"		"SVP"	"Schweizerische Volkspartei"		"UDC"	"Union Démocratique du Centre"		2	"Nationalrätin"	"La Conseillère nationale"	117			2020-12-07 02:31:03
"Hurter, Thomas"	"Thomas Hurter"	120	"Hurter"	"Thomas"			1	14	"IPU, KVF-NR, SiK-NR"	5	"mitglied"	5	"mitglied"	2007-12-03					"Linienpilot"	"Pilote de ligne"	116	"MBA, Master of Business Administration"	"Exekutive der Gemeinde (Stadtschulrat): von September 2003 bis Dezember 2008; Legislative des Kantons (Kantonsrat): von Januar 2005 bis März 2016"	"Parteipräsident SVP der Stadt Schaffhausen: von März 2009 bis April 2013"	"verheiratet"	2	17	"M"	1963-11-01					"2693.jpg"		"http://www.thomas-hurter.ch"		3890	2693	2020-12-04T21:05:11						"de"	"de"		8200	"Schaffhausen"	"Ja"	2019-09-17T22:19:30	"Linienpilot"	2007-12-03		1	"0"	1196636400		1568751570	1196636400		40996	"NR"	"SH"	"0"	"NR"	"Schaffhausen"	"CN"	"Schaffhouse"	"Delegation bei der Interparlamentarischen Union (IPU); Kommission für Verkehr und Fernmeldewesen NR (KVF-NR); Sicherheitspolitische Kommission NR (SiK-NR)"	"Delegation bei der Interparlamentarischen Union (IPU); Kommission für Verkehr und Fernmeldewesen NR (KVF-NR); Sicherheitspolitische Kommission NR (SiK-NR)"	"Commission de la politique de sécurité CN (CPS); Commission des transports et des télécommunications CN (CTT); Délégation auprès de l'Union interparlementaire (UIP)"	"IPU, KVF-NR, SiK-NR"	"IPU, KVF-NR, SiK-NR"	"CPS, CTT, UIP"	3	"SVP"	"Schweizerische Volkspartei"	"V"	"Hauptmann"	"SVP"	"Schweizerische Volkspartei"	"Hauptmann"	"UDC"	"Union Démocratique du Centre"		5	"Nationalrat"	"Le Conseiller national"	120			2020-12-07 02:31:03
"Jans, Beat"	"Beat Jans"	122	"Jans"	"Beat"			1	12	"UREK-NR"	3	"mitglied"	3	"mitglied"	2010-05-31					"Dozent, Umweltberater"	"Maître de conférences, consultant en environnement"	93	"dipl. nat. ETH"	"Legislative Kanton BS: von Februar 2001 bis Mai 2011"	"Präsident SP Kanton Basel-Stadt: von Mai 1999 bis November 2005; Vizepräsident der SP Schweiz: seit Dezember 2015"	"verheiratet"	2		"M"	1964-07-12					"2745.jpg"	65	"http://www.beatjans.ch"		4032	2745	2019-12-10T11:45:39	"beat_jans"			"beat.jans"	"https://de.wikipedia.org/wiki/Beat_Jans"	"de"	"de"	"c/o ideja"	4053	"Basel"	"Ja"	2019-09-24T17:24:44	"Dozent, Umweltberater"	2010-05-31		1	"0"	1275256800		1569338684	1275256800		38953	"NR"	"BS"	"0"	"NR"	"Basel-Stadt"	"CN"	"Bâle-Ville"	"Kommission für Umwelt, Raumplanung und Energie NR (UREK-NR)"	"Kommission für Umwelt, Raumplanung und Energie NR (UREK-NR)"	"Commission de l'environnement, de l'aménagement du territoire et de l'énergie CN (CEATE)"	"UREK-NR"	"UREK-NR"	"CEATE"	1	"SP"	"Sozialdemokratische Partei"	"S"		"SP"	"Sozialdemokratische Partei"		"PSS"	"Parti socialiste"		4	"Nationalrat"	"Le Conseiller national"	122			2020-12-07 02:31:03
"Jositsch, Daniel"	"Daniel Reuwen Jositsch"	125	"Jositsch"	"Daniel"		"Reuwen"	2	1	"APK-SR, IPU, RK-SR, SiK-SR, SPK-SR"	3	"mitglied"	3	"mitglied"	2007-12-03		2015-12-08			"Staatsrechtsprofessor"	"Professeur de droit"	41	"Prof. Dr. iur."	"Exekutive der Gemeinde: von April 2000 bis August 2006; Legislative des Kantons: von Mai 2007 bis Dezember 2007"	"Vizepräsident Fraktion"	"getrennt"	1	19	"M"	1965-03-25					"2694.jpg"		"http://www.jositsch.ch"	"http://www.jositschrechtsanwaelte.ch/"	3891	2694	2020-11-29T14:02:40	"danieljositsch"			"danieljositsch/?fref=ts"	"https://de.wikipedia.org/wiki/Daniel_Jositsch"	"de"	"de"	"Universität Zürich, Rechtswissenschaftliches Institut"	8001	"Zürich"	"Ja"	2019-08-16T15:52:59	"Staatsrechtsprofessor"	2007-12-03		1	"0"	1196636400		1565963579	1196636400		760484	"SR"	"ZH"	"0"	"SR"	"Zürich"	"CE"	"Zurich"	"Aussenpolitische Kommission SR (APK-SR); Delegation bei der Interparlamentarischen Union (IPU); Kommission für Rechtsfragen SR (RK-SR); Sicherheitspolitische Kommission SR (SiK-SR); Staatspolitische Kommission SR (SPK-SR)"	"Aussenpolitische Kommission SR (APK-SR); Delegation bei der Interparlamentarischen Union (IPU); Kommission für Rechtsfragen SR (RK-SR); Sicherheitspolitische Kommission SR (SiK-SR); Staatspolitische Kommission SR (SPK-SR)"	"Commission des affaires juridiques CE (CAJ); Commission des institutions politiques CE (CIP); Commission de politique extérieure CE (CPE); Commission de la politique de sécurité CE (CPS); Délégation auprès de l'Union interparlementaire (UIP)"	"APK-SR, IPU, RK-SR, SiK-SR, SPK-SR"	"APK-SR, IPU, RK-SR, SiK-SR, SPK-SR"	"CAJ, CIP, CPE, CPS, UIP"	5	"SP"	"Sozialdemokratische Partei"	"S"	"Oberstleutnant"	"SP"	"Sozialdemokratische Partei"	"Oberstleutnant"	"PSS"	"Parti socialiste"		7	"Ständerat"	"Le Conseiller aux Etats"	125			2020-12-07 02:31:03
"Keller, Peter"	"Peter Keller"	127	"Keller"	"Peter"			1	7	"FK-NR, WBK-NR"	5	"mitglied"	5	"mitglied"	2011-12-05					"Redaktor"	"Rédacteur"	18	"lic. phil. I"	"Legislative des Kantons: von 2006 bis 2011; Mitglied der regierungsrätlichen Berufsbildungskommission: seit 2006"	"Präsident der SVP Hergiswil: von 2004 bis 2009; Vizepräsident der SVP Nidwalden: von 2006 bis 2010; Vizepräsident der SVP-Fraktion Nidwalden: von 2010 bis 2011"				"M"	1971-04-22					"3013.jpg"	118	"http://www.kellerpeter.ch"		4098	3013	2020-11-29T14:02:40				"Peter-Keller-SVP"	"https://de.wikipedia.org/wiki/Peter_Keller_(SVP)"	"de"	"de"		6052	"Hergiswil"		2019-09-04T16:57:33	"Redaktor"	2011-12-05		1	41122800	1323039600		1567609053	1323039600		43223	"NR"	"NW"	"0"	"NR"	"Nidwalden"	"CN"	"Nidwald"	"Finanzkommission NR (FK-NR); Kommission für Wissenschaft, Bildung und Kultur NR (WBK-NR)"	"Finanzkommission NR (FK-NR); Kommission für Wissenschaft, Bildung und Kultur NR (WBK-NR)"	"Commission des finances CN (CdF); Commission de la science, de l'éducation et de la culture CN (CSEC)"	"FK-NR, WBK-NR"	"FK-NR, WBK-NR"	"CdF, CSEC"	2	"SVP"	"Schweizerische Volkspartei"	"V"		"SVP"	"Schweizerische Volkspartei"		"UDC"	"Union Démocratique du Centre"		9	"Nationalrat"	"Le Conseiller national"	127			2020-12-07 02:31:03
"Knecht, Hansjörg"	"Hansjörg Knecht"	131	"Knecht"	"Hansjörg"			2	19	"Del D-V, FK-SR, KVF-SR, UREK-SR"	5	"mitglied"	5	"mitglied"	2011-12-05		2019-12-02			"Unternehmer"	"Entrepreneur"	38		"Exekutive der Gemeinde (Gemeinderat) Leibstadt: von Januar 1990 bis Dezember 1997; Legislative des Kantons (Grossrat): von März 1996 bis Januar 2012"		"verheiratet"		2	"M"	1960-03-24					"3021.jpg"	50	"http://www.hansjoerg-knecht.ch"		4114	3021	2020-11-29T14:02:40				"hansjoergknecht"	"https://de.wikipedia.org/wiki/Hansjörg_Knecht"	"de"	"de"	"Knecht Mühle AG"	5325	"Leibstadt"	"Ja"	2019-09-12T15:38:19	"Unternehmer"	2011-12-05		1	"0"	1323039600		1568295499	1323039600		339104	"SR"	"AG"	"0"	"SR"	"Aargau"	"CE"	"Argovie"	"Delegation für die Beziehungen zum Deutschen Bundestag (Del D-V); Finanzkommission SR (FK-SR); Kommission für Verkehr und Fernmeldewesen SR (KVF-SR); Kommission für Umwelt, Raumplanung und Energie SR (UREK-SR)"	"Delegation für die Beziehungen zum Deutschen Bundestag (Del D-V); Finanzkommission SR (FK-SR); Kommission für Verkehr und Fernmeldewesen SR (KVF-SR); Kommission für Umwelt, Raumplanung und Energie SR (UREK-SR)"	"Commission des finances CE (CdF); Commission de l'environnement, de l'aménagement du territoire et de l'énergie CE (CEATE); Commission des transports et des télécommunications CE (CTT); Délégation pour les relations avec le Bundestag (Del D)"	"Del D-V, FK-SR, KVF-SR, UREK-SR"	"Del D-V, FK-SR, KVF-SR, UREK-SR"	"CdF, CEATE, CTT, Del D"	4	"SVP"	"Schweizerische Volkspartei"	"V"	"Soldat"	"SVP"	"Schweizerische Volkspartei"	"Soldat"	"UDC"	"Union Démocratique du Centre"		9	"Ständerat"	"Le Conseiller aux Etats"	131			2020-12-07 02:31:03
"Landolt, Martin"	"Martin Landolt"	132	"Landolt"	"Martin"			1	8	"WAK-NR"	8	"mitglied"	8	"mitglied"	2009-03-02					"Kommunikations- und Strategieberater"	"Consultant en communication et stratégie"	18	"Eidg. Dipl. Betriebsökonom HWV"	"Legislative des Kantons: seit Juni 1998"	"Präsident BDP Kanton Glarus: von August 2008 bis April 2012; Präsident BDP Schweiz: seit Mai 2012"	"getrennt"	3	3	"M"	1968-06-30					"2735.jpg"		"http://www.landolt.info"		4008	2735	2020-09-18T20:04:54	"LandoltMartin"			"martin.landolt.5"	"https://de.wikipedia.org/wiki/Martin_Landolt"	"de"	"de"		8752	"Näfels"		2019-09-12T15:06:52	"Kommunikations- und Strategieberater"	2009-03-02		1	"0"	1235948400		1568293612	1235948400		40403	"NR"	"GL"	"0"	"NR"	"Glarus"	"CN"	"Glaris"	"Kommission für Wirtschaft und Abgaben NR (WAK-NR)"	"Kommission für Wirtschaft und Abgaben NR (WAK-NR)"	"Commission de l'économie et des redevances CN (CER)"	"WAK-NR"	"WAK-NR"	"CER"	1	"BDP"	"Bürgerlich-Demokratische Partei"	"M-CEB"	"Gefreiter"	"BDP"	"Bürgerlich-Demokratische Partei"	"Gefreiter"	"PBD"			9	"Nationalrat"	"Le Conseiller national"	132			2020-12-07 02:31:03
"Lüscher, Christian"	"Christian Arnaud Lüscher"	137	"Lüscher"	"Christian"		"Arnaud"	1	25	"BeK-V, GK-V, RK-NR, WAK-NR"	1	"mitglied"	1	"mitglied"	2007-12-03					"Anwalt"	"Avocat"	58	"Avocat, Master of Laws"	"Législatif communal de Troinex: depuis mars 1999 jusqu'à mars 2003; Législatif cantonal: depuis 2001 jusqu'à 2007"	"Vice-président du PLR.Les Libéraux-Radicaux: dès avril 2012"	"verheiratet"	4		"M"	1963-12-06					"2698.jpg"		"http://www.christianluscher.ch"	"http://www.cms-vep.com"	3895	2698	2020-11-29T14:02:40	"cluscher"	"https://www.linkedin.com/in/christian-l%C3%BCscher-6491222?authType=NAME_SEARCH&authToken=7_fG&locale=de_DE&trk=tyah&trkInfo=clickedVertical%3Amynetwork%2CclickedEntityId%3A6266649%2CauthType%3ANAME_SEARCH%2Cidx%3A1-1-1%2CtarId%3A1457610302198%2Ctas%3Achr"		"christian.luscher.5"	"https://fr.wikipedia.org/wiki/Christian_L%C3%BCscher"	"fr"	"fr"	"CMS VON ERLACH PONCET"	1211	"Genève 11"		2019-08-29T12:48:57	"Anwalt"	2007-12-03		1	"0"	1196636400		1567075737	1196636400		41623	"NR"	"GE"	1	"NR"	"Genf"	"CN"	"Genève"	"Begnadigungskommission (BeK-V); Gerichtskommission (GK-V); Kommission für Rechtsfragen NR (RK-NR); Kommission für Wirtschaft und Abgaben NR (WAK-NR)"	"Begnadigungskommission (BeK-V); Gerichtskommission (GK-V); Kommission für Rechtsfragen NR (RK-NR); Kommission für Wirtschaft und Abgaben NR (WAK-NR)"	"Commission des affaires juridiques CN (CAJ); Commission de l'économie et des redevances CN (CER); Commission des grâces (CGra); Commission judiciaire (CJ)"	"BeK-V, GK-V, RK-NR, WAK-NR"	"BeK-V, GK-V, RK-NR, WAK-NR"	"CAJ, CER, CGra, CJ"	4	"FDP"	"Freisinnig-Demokratische Partei"	"RL"		"FDP"	"Freisinnig-Demokratische Partei"		"PLR"	"PLR.Les Libéraux-Radicaux"		9	"Nationalrat"	"Le Conseiller national"	137			2020-12-07 02:31:03
"Markwalder, Christa"	"Christa Markwalder"	142	"Markwalder"	"Christa"			1	2	"APK-NR, APK-NS 20-30, RK-NR"	1	"mitglied"	1	"mitglied"	2003-12-01					"Juristin bei Zurich Financial Services"	"Avocate à Zurich Financial Services"	57	"lic. iur., ZÖ (Zertifikat allgemeine Ökologie)"	"Legislative der Gemeinde (Stadträtin) Burgdorf: von Januar 1999 bis Mai 2002; Legislative des Kantons (Grossrätin): von April 2002 bis November 2003"	"Mitglied Parteileitung FDP.Die Liberalen Kanton Bern; Mitglied Geschäftsleitung FDP.Die Liberalen Frauen Schweiz"	"geschieden"			"F"	1975-07-27					"2614.jpg"		"http://www.christa-markwalder.ch"		1139	2614	2020-11-29T14:02:40	"christamarkwald"	"https://www.linkedin.com/in/christa-markwalder-7434bb"		"Christa-Markwalder-324220637588915"	"https://de.wikipedia.org/wiki/Christa_Markwalder"	"de"	"de"		3400	"Burgdorf"		2020-11-05T10:50:09	"Juristin bei Zurich Financial Services"	2003-12-01		1	175647600	1070233200		1604569809	1070233200		43124	"NR"	"BE"	"0"	"NR"	"Bern"	"CN"	"Berne"	"Aussenpolitische Kommission NR (APK-NR); Mitwirkung des Parlamentes im Bereich von Soft Law (APK-NS 20-30); Kommission für Rechtsfragen NR (RK-NR)"	"Aussenpolitische Kommission NR (APK-NR); Mitwirkung des Parlamentes im Bereich von Soft Law (APK-NS 20-30); Kommission für Rechtsfragen NR (RK-NR)"	"Commission des affaires juridiques CN (CAJ); Commission de politique extérieure CN (CPE); Participation du Parlement dans le domaine du droit souple ("" Soft Law "") (CPE-NE 20-30)"	"APK-NR, APK-NS 20-30, RK-NR"	"APK-NR, APK-NS 20-30, RK-NR"	"CAJ, CPE, CPE-NE 20-30"	3	"FDP"	"Freisinnig-Demokratische Partei"	"RL"		"FDP"	"Freisinnig-Demokratische Partei"		"PLR"	"PLR.Les Libéraux-Radicaux"		9	"Nationalrätin"	"La Conseillère nationale"	142			2020-12-07 02:31:03
"Marra, Ada"	"Ada Marra"	143	"Marra"	"Ada"			1	22	"ERD-V, SPK-NR"	3	"mitglied"	3	"mitglied"	2007-12-03					"Nationalrätin"	"Conseillère nationale"	12	"lic. ès sc. pol."	"Législatif cantonal: depuis décembre 2004 jusqu'à décembre 2007"	"Vice-présidente dès le 2.12.2018"	"verheiratet"			"F"	1973-03-10					"2726.jpg"	69	"http://www.adamarra.blogspot.com"		3923	2726	2020-11-29T14:02:40	"ada_marra"			"marra.ada"		"fr"	"fr"		1005	"Lausanne"	"Ja"	2020-11-21T09:00:54	"Nationalrätin"	2007-12-03		1	100566000	1196636400		1605945654	1196636400		42060	"NR"	"VD"	1	"NR"	"Waadt"	"CN"	"Vaud"	"Delegation beim Europarat (ERD-V); Staatspolitische Kommission NR (SPK-NR)"	"Delegation beim Europarat (ERD-V); Staatspolitische Kommission NR (SPK-NR)"	"Commission des institutions politiques CN (CIP); Délégation auprès du Conseil de l'Europe (DCE)"	"ERD-V, SPK-NR"	"ERD-V, SPK-NR"	"CIP, DCE"	2	"SP"	"Sozialdemokratische Partei"	"S"		"SP"	"Sozialdemokratische Partei"		"PSS"	"Parti socialiste"		2	"Nationalrätin"	"La Conseillère nationale"	143			2020-12-07 02:31:03
